SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	people_count	animal_count	shared1000	interaction_type
1	40	6	35	32610	3422	262.59910684393253	1	1.0	1678.6109949971433	0.0	7974.0	14085.0	0	0.0	0	1	2.0	0	0	0	False	
1	21	9	16	72007	7725	150.61461494665127	0	0.0	858.1289199646561	0.0			0	0.0	0	1	2.0	0	0	15	False	
1	22	1	2	72007	7725	154.6847917708801	1	1.0	909.0088640077738	0.0	235.0		0	0.0	0	1	2.0	0	0	15	False	
1	34	1	14	72007	7725	234.6571676626336	1	1.0	658.2244530000025	0.0	9011.0	9247.0	0	0.0	0	1	2.0	0	0	15	False	
1	21	9	18	63913	9672	150.61470752838068	0	1.0	1807.1308359503744	0.0			0	1.0	1	0	1.0	0	0	3	False	
1	25	11	5	63913	9672	168.74011157883797	1	1.0	616.9343530000333	0.0	3111.0		0	0.0	0	1	2.0	0	0	3	False	
1	25	12	23	63913	9672	168.7456154548563	1	1.0	982.8626270009408	0.0	80.0	3192.0	1	1.0	0	1	2.0	0	0	3	False	
1	21	9	20	34426	3562	150.6148001177935	0	1.0	1237.5338090350851	0.0			0	1.0	1	0	1.0	0	0	2	False	
1	23	10	43	34426	3562	157.5952211213298	1	1.0	739.0717679809313	0.0	1585.0		0	0.0	0	1	2.0	0	0	2	False	
1	27	2	33	34426	3562	196.70186602452304	1	1.0	1153.3252139997785	0.0	2489.0	4075.0	0	0.0	0	1	2.0	0	0	2	False	
1	21	9	23	993	6592	150.61498529836535	0	1.0	1420.3794449567795	0.0			0	1.0	1	0	1.0	0	3	0	False	
1	22	1	25	993	6592	154.68594902276527	1	1.0	1254.8173339891944	0.0	251.0		0	0.0	0	1	2.0	0	3	0	False	
1	22	3	11	993	6592	154.69419390510302	1	1.0	624.3260769988409	0.0	110.0	362.0	1	1.0	0	1	2.0	0	3	0	False	
